link,writer,view,text,YMD,time,comment
https://band.us/band/86294308/post/60,이남경,34,처음으로 글을 올리네요. 반갑습니다.^^물을 많이 줘서 그런지 잎이 노래지고 있어요. 벌써 노래진 두장의 잎을 잘라냈는데도 계속 색이 변하고 있어요.오래 꽃을 보고 싶어요~,2022년 8월 10일,오후 2:21,"['꽃피우는시간 : 꽃피우는시간 식물병원 오신 걸 환영해요~ 호접란 꽃이 아주 예쁘게 피었네요~ ㅎㅎ 물을 어떻게 주고 계신지요~?', '이남경 : @꽃피우는시간 2 주전에 테라리움처럼  꾸며서 집에 데려왔고 다음날 화분바닥까지 물을 흠뻑 주었어요.며칠 뒤부터 잎이 노래지고 있고 물은 더이상 주지 않고 있어요', '꽃피우는시간 : @이남경 그렇군요~ 집에 데려온 뒤부터는 화원에 있을 때보다 조금씩 덜 건강해지는 것은 어쩔 수 없는 일이지요.테라리움 꾸미실 때는 뿌리 일부를 유리 벽부분에 붙여주어 뿌리를 보고 물 주기를 판단할 수 있게 해놓는 게 좋아요. 혹시 뿌리 보이도록 꾸미셨을까요~??사진 상 뿌리를 확인하기가 어려워 과습인지 물부족인지 구분이 안되네요, 뿌리를 한 번 확인하면 좋을 것 같아요.물 줄 시기가 되었을 때는 번거로우시더라도 클레이페블 층 중간정도까지 물을 채워 뿌리 전체에 수분을 충분히 공급해주신 후 물을 모두 비워내 주시는 것을 추천해드려요. 과습 없이 계속해서 신선한 물을 줄 수 있는 좋은 방법이에요.', '이남경 : 네, 시도해볼게요. 감사합니다~^^']"
https://band.us/band/86294308/post/61,이남경,36,아래글에 문의드린 난 뿌리상태에요.썪은거 같기도 하고...어떻게 관리하면 될까요?보통 요런 난의 수명은 얼마인가요?,2022년 8월 10일,오후 7:45,"['꽃피우는시간 : 바로 뽑으셨네요.. 뽑아줄 만큼 심한 상태는 아니었는데, 그래도 뿌리 관찰을 못하는 상태에서 호접란 키우기는 굉장히 어렵기 때문에 이 참에 뿌리 보이게 다시 심어 주는 것도 좋은 선택 하신 것 같아요.우선 2시간 정도 뿌리를 물에 담가 주시구요, 말라있는 뿌리들은 안에 물이 안 들어있어서 말라있는 상태에요. 썩은 뿌리는 잘라내 주세요.집에 사용하시는 소독용 알코올이 있으시면 뿌리를 꼼꼼히 소독해주시면 좋아요. 호접란은 병충해에 약해서 예방해 주는게 좋아요.싱싱한 뿌리를 유리 면에 붙여 볼 수 있게 심어주시고, 뿌리 끝이 하얗게 변할 때마다 수분을 공급해주셔야 해요.물 주는 방법은 전 글에서 말씀 드렸던 방법 한 번 해보시구요, 잎 습도를 유지할 수 있도록 공중 분무를 자주 해주시면 좋아요.테라리움 화분에 물 주실 때는 따사로운햇볕 제품을 1/3 정도 비율로 희석해서 줘 보세요. 흙에 심겨 있는 게 아니라서 추가 비료 공급이 좀 더 필요해요.']"
https://band.us/band/86294308/post/62,엘리,42,"왜 이렇게 되었는지,어떻게 해줘야 하는지 궁금합니다",2022년 8월 11일,오후 7:59,"['꽃피우는시간 : 반가워요~ 아구.. 장마 기간에 걸릴 수 있는 탄저병이네요.. 사람이나 동물에는 전혀 해가 없으니 안심 하시구요, 인터넷에 탄저병을 농약없이 해결했다는 여러 민간요법들이 있는데 막상 해보셔도 잘 잡히지 않아요. 병해나 충해에 걸린 식물은 다른 식물에 전염시킬 우려가 있어서 집 밖으로 격리 시켜주는 것을 권해드리고 있어요.. 집에서 키우는 식물 병해는 걸리기 전 통풍을 잘 시켜 주어 예방해주는 것이 좋아요', '엘리 : 네~ 어떻게 격리해야할까 걱정이예요옆 나무에도 전염되었어요모두 잘라주면 어떨까요?', '꽃피우는시간 : 피해 입은 잎을 모두 잘라주어도 완전히 방제 되지는 않아요, 농가에서는 탄저병 걸린 식물은 포기째 뽑아서 소각해주지요.. 아직 옮지 않은 다른 식물이 남아 있다면 격리해주는 게 좋아요.. 혹시 비 맞은 적이 있나요?? 크고 있는 환경이 어떻게 될까요?', '엘리 : 아파트 거실이예요정남향이고요일단 탄저병 있는 잎들 모두 잘라 주었어요고민입니다', '꽃피우는시간 : 엘리님 혹시 아이들 어떻게 되었나요?? 병 든 잎 다 잘라주신 뒤 새 잎 나는 것은 어떤가요?']"
https://band.us/band/86294308/post/63,김민영,56,전에 로즈마리 작은 화분을 키우다가 시들시들하더니 말라버렸어요. 그래서 이번에 좀 큰 로즈마리 화분을 얻어왔는데 갖고 올땐 엄청 싱싱하고 푸르던게 집안에서 몇시간만에 잎이 시들면서 축 쳐지는게 보이네요. 물을 너무 많이 주면 안된다고 하니 아직 화분 흙이 촉촉해서 물은 안줬고 통풍이 중요하다해서 선풍기를 틀어줬어요. 물을 더 주어야 하는 상황일까요? 아니면 공중분무를 해줘도 될까요?,2022년 8월 12일,오후 4:22,"['박규리 : 로즈마리는 실내에선 잘키울수 없다더라구요. 지중해 건조한 기후에서 자라는지라...저도 화분 3개를 죽이고 포기한게 로즈마리 예요.ㅠㅠ', '박규리 : @김민영 그렇더라구요. 아님 차라리 지금 수경 으로 바꾸세요. 그렇게도 하더라구요. 식물연쇄살인마라 저는 요즘 수경이 차라리 속편하더라구요🤣', '꽃피우는시간 : @박규리 수경으로도 아주 잘 키울 수 있지요~ 감사해요 ㅎㅎ', '박규리 : @꽃피우는시간 과습 걱정 안해도 되니  좋더라구요. 근데 로즈마리 수경 하면 실내에서도 안죽나요?다시 도전해볼까 싶어서 ㅎㅎ', '꽃피우는시간 : @박규리 수경으로도 키울 수는 있지요~ 하지만 수경도 통풍 잘 안되면 잘 죽어요.. 로즈마리는 딱 알맞은 환경이 아니면 키우기 정말 쉽지가 않지요..', '박규리 : @꽃피우는시간 에휴...포기 해야겠군요 ㅎㅎ', '꽃피우는시간 : 새로 데려오셨는데 금방 풀이 죽어버려서 마음이 좋지 않으시겠어요~화원에서 데려오셨나요? 흙 배합이 안 좋으면 배수가 안돼 과습에 걸릴 수 있지요~ 오랫동안 흙이 마르지 않는다면 흙에 문제가 있을 수도 있어요. 화분에 뿌리가 꽉 차있는 경우에도 죽을 수 있지요.보통 집에서 키우는 아이들은 과습에 잘 걸리기 때문에, 과습에 약한 로즈마리를 집에서 키우기 쉽지가 않아요.(특히 거실 안쪽에서는 키우기 어려워요)로즈마리는 햇빛을 많이, 통풍을 많이 해주는 게 중요하지요~ 이중창도 햇빛을 많이 거르기 때문에 로즈마리는 단일 창에 붙여 키우는 걸 추천해드려요.베란다가 좋지만, 없으시다면 선풍기를 살살 간접풍으로 쐬어주어 통풍을 잘 시켜 주시구요,특히, 과습에 약하다는 아이들에 물 주실 때 물 양을 조금만 주는 경우가 많아요. 물을 자주 주지 마시되, 한 번 줄 때는 물을 아주 콸콸 부어주어 화분 밑구멍으로 물이 계속 새어나올 정도로 많이 주세요. 흙에 남아있는 오래된 물을 새 물로 교체해준다는 생각으로요.(화분 받침대에 고인 물은 더 이상 물이 나오지 않을 때 까지 계속 비워주세요) 그 뒤 햇빛+통풍시켜 흙을 빨리 마르게 해주는 게 과습을 예방하는 방법이에요. 가지치기는 무서워하지 마시고 적극적으로 해주셔도 괜찮아요. 적당한 가지치기는 오히려 잎 사이 바람을 잘 통과시켜주어 건강에 좋아요. 그리고 공중 분무는 안 해주는게 좋아요~', '김민영 : @꽃피우는시간 네. 고맙습니다!! 조금 지켜보다가 화분 분갈이를 해봐야겠네요. 실내에서 기르기 어렵다면 바깥 화분걸이에 내놓고 키워볼까요? 바깥에 내놓으면 병충해가 올까봐 걱정되서 실내에서 기르고 싶었거든요. 오늘은 애들이 자꾸 축축 쳐지니 공중분무 좀 해주고 선풍기 좀 오래 틀어주었는데 공중분무도 좋지 않군요. 아픈 애가 생기니 종일 안절부절이네요 ㅎ', '꽃피우는시간 : @김민영 밖이 더 좋아요. 밖에서 햇빛 통풍 잘 시켜주면 집 안에서 습하게 있는 것보다 병충해 덜 걸릴 수 있어요. 분갈이는 조금 더 지켜보다 해주시는 선택 아주 잘하셨어요 ㅎㅎ 로즈마리는 첫 째도 둘 째도 통풍+햇빛 이 것만 잘 지키면 잘 키우실 수 있어요', '김지혜 : 로즈마리ㆍ라벤디좋아하지만  안되고 결국  죽네요아파트에선 어렵나봐요', '김민영 : @김지혜  ㅠㅠ 저도 포기요~  인공적으로 햇빛 통풍 맞춰주려고 노력했는데 시들시들 시들어만가네요. 뒤늦게 수경으로라도 살려보려고 물꽂이 했는데도 마른잎이 회복되진 않네요.']"
https://band.us/band/86294308/post/64,초보키우미,41,식물을 키우는데 날파리같은 벌레가 많이 생겼는데 이거 어떻게 없앨 수 있을까요?,2022년 8월 14일,오후 2:49,"['꽃피우는시간 : 날파리같은 벌레들이 꼬이면 찝찝하고 기분이 좋지 않지요. 흙이 계속 습한 상태로 유지되면 날파리가 생길 가능성이 높아져요. 통풍이 잘 되고 있는지 확인 해주시구요~이미 생긴 벌레들은 눈에 보이는 것들이 다가 아니고 흙 속에 알, 유충들이 숨어 있어요. 원예용 살충제들을 식물 전체, 흙에 주기적으로 뿌려주세요. 아무리 친환경 살충제라고 나오는 제품들이지만, 독성이 있기 때문에 적정량을 뿌려 주셔야 해요.']"
https://band.us/band/86294308/post/65,꽃피우는시간,62,[공기정화 식물이 사실 공기 정화 효과가 없다구요?]시중에 '공기정화 식물'이라고 판매되는 식물이 많지요.사실 우리 집에서 식물은 공기정화 효과가 없어요.이번 이야기는 정말 많은 분들이 오해하고 있는 내용이에요.꼭 끝까지 읽어주시길 바라요 https://blog.naver.com/flowerbloomingtime/222848389906,2022년 8월 15일,오후 12:51,"['김민영 : 공기정화, 미세먼지 제거 이런거 안해도 존재 그 자체만으로 너무 감사합니다^^ 키워보니 진짜 반려식물이라는 말이 뭔지 알겠어요.', '꽃피우는시간 : @김민영 사실 식물은 공기정화보다 훨씬 더 건강에 좋은 정서적인 도움을 주고 있지요~ 조금씩 크는 모습을 보고만 있어도 행복해요']"
https://band.us/band/86294308/post/66,서준.상현.도연맘,42,안녕하세요.2010년11원에 구입해서 거실에서 탈없이 물만보충해주면서 잘크고 있었습니다...그런데 한쪽이어느날갑자기 잎이 색이변해지고있어요ㅠ왜그런걸까요??,2022년 8월 16일,오후 5:19,"['꽃피우는시간 : 수경재배로도 키우고 계셨네요~! 잎들이 전체적으로 힘도 없어졌네요.. 2년동안 문제없이 잘 크던 아이들이면 환경에는 큰 문제가 없었다는 것인데, 혹시 물만 주시고 따로 비료 공급은 안 해주셨는지요~? 수경 재배도 영양 공급이 필요하지요~알맞은 크기 화분 잘 선택 하셨어요~! 예전에 쓰셨던 넓은 바구니형 화분은 흙이 너무 많아서 머금는 물 양이 많고.. 물이 많아 빠져나가는 데에 시간이 오래 걸려 과습에 안좋을 수 밖에 없어요.. 집에서 키울 때 큰 화분에 심는 것은 추천해드리지 않아요~ 더 큰 화분으로 옮길 때 까지 시간이 많이 남았으니, 연약한 아기 식물들 쓰러지지 않도록 잘 돌봐주세요 ㅎㅎ', '서준.상현.도연맘 : @꽃피우는시간 네네.수경은 물만주면되는줄알고 있었는데😅아니였네요~~~^^따로 영양공급이 있어야되는거네요.. 아~~~수경은영양공급어떻게해야되나요?', '꽃피우는시간 : 물을 따사로운햇볕 절반정도 타서 주세요~ 힘이 많이 없어진 것 같아서 시간은 좀 걸릴 것 같아요', '서준.상현.도연맘 : 네네^^그렇게해볼께요~~~감사합니다😁', '김지혜 : 수경도  비료를 줘야도는군요']"
https://band.us/band/86294308/post/69,정원이,23,액체비료를 사용할때 물에 희석하나요~그냥 원액 그대로 사용하나요~~?,2022년 8월 20일,오후 1:49,['꽃피우는시간 : 안녕하세요~ 따사로운햇볕은 최적 희석비로 맞춰져있어요~ 그대로 사용하시면 제일 좋아요']
https://band.us/band/86294308/post/71,이남경,38,"친구에게 분양받아서 새 잎도 잘자라고 있어서 대견했는데 오늘 아침에 보니 반점이 있네요.세개의 잎중에 한개만 이렇네요.어떤 병인지, 제가 어떻게 관리해주면 좋을까요?",2022년 8월 22일,오전 10:29,"['꽃피우는시간 : 병 걸린 거 아니고, 건조해서 살짝 상처 생긴 거에요~ 공중분무 해주셔서 잎 습도를 좀 높여주시면 앞으로는 잘 안까질 거에요. 건강해보이니 안심하시고, 계속 대견하게 생각해주셔도 돼요~!', '꽃피우는시간 : 아주 실한 아이를 분양 받아오셨네요! 축하드려요 ㅎㅎ', '이남경 : @꽃피우는시간 아픈게 아니라니 다행이네요. 감사합니다~^^', '꽃피우는시간 : 남경님~ 전에 올려주신 호접란은 어떻게 되었나요? 잘 크고 있나요?', '이남경 : @꽃피우는시간  결국에 다 잘라내고 얕은 물에 뿌리만 닿이게 관리하고 있어요.맞는 방법일까요?잊지 않고 말씀해주셔서 감사합니다.오늘 따사로운햇볕과 다육이용 두개가 와서 집에  있는 식물에 뿌려주었어요.^^', '꽃피우는시간 : @이남경 아고 그렇군요~ 조그만 한 아이를 키워 꽃까지 피워내게 만들면, 그것만큼 황홀한 것도 없지요. 잘 하셨어요~ 세심한 관리가 필요하겠네요', '이남경 : @꽃피우는시간 앞으로 많은 지도 부탁드려요~^^']"
https://band.us/band/86294308/post/72,꽃피우는시간,108,"[새 가족 필독 해주세요!]새로 들어오신 꽃피우는시간 가족을 위한 식물 키우기 기본 팁!(중요) 따사로운햇볕 분무기 머리 앞부분 돌리면 물줄기 범위를 바꿀 수 있어요('SPRAY'가 위로 오게 돌려서 사용하세요)1. 물은 주기적으로 주는 게 아니에요!-  2~3일에 한 번씩 물 주는 것은 잘못된 물 주기에요!-  물은 겉 흙(흙 표면으로부터 1.5~2cm 아래 흙)이 건조해졌을 때 주는 거에요.2. 물 줄 때, 화분 아래 구멍으로 물이 계속 흘러나오도록 콸콸 많이 주세요.-  과습 무섭다고 물 줄 때 조금 주면 안돼요.-  물을 너무 자주 주고 통풍이 안되면 과습이 와요.-  너무 자주 주지 않되, 한 번 줄 때는 콸콸 충분히 많이 주세요.3. 더 이상 물이 나오지 않을 때 까지 받침대에 고인 물 비워주세요.4. 따사로운햇볕은 주 2~3회 잎에 분무.(일반적인 경우) 흙에 줄 때는 물 주는 시기에 겉 흙이 젖을 정도로 뿌린 후 물 콸콸 주세요.꽃피우는시간 반려식물 이야기 블로그에 식물 키우기 팁이 많이 있으니 한 번씩 읽어주시면 좋아요.https://blog.naver.com/flowerbloomingtime/222802435456",2022년 8월 22일,오전 11:03,[]
